Node	OutDegree
100577	1.75
100578	2.0
100579	2.0
100581	1.0
100583	1.0
10058	1.0
100585	1.0
100586	1.0
100587	2.0
100589	1.0
100590	2.0
100592	1.0
10059	1.0
100593	2.0
100594	1.0
10059	1.0
100596	1.0
100599	1.0
100600	1.0
100601	2.0
100603	1.0
100604	1.0
10060	1.0
100608	1.0
100609	2.0
100610	1.6666666666666667
100612	1.0
100613	2.0
10061	1.0
100615	1.0
100617	1.0
100619	1.0
100620	1.0
100621	5.0
10062	2.0
1006	1.0
100627	1.0
100628	1.0
100630	1.0
100632	1.6666666666666667
100635	1.5
100637	1.0
100638	1.0
100639	1.6666666666666667
100640	1.0
100642	2.0
100643	1.0
10064	1.0
100644	1.0
10064	1.0
100646	3.0
100649	2.0
100650	1.0
100651	1.0
100652	1.0
10065	3.0
100656	2.5
100657	1.0
10065	1.0
100659	3.0
100660	1.0
100662	1.0
100663	2.0
100664	1.0
10066	1.0
100666	2.0
100668	1.0
100669	1.0
100670	2.0
100671	2.0
100673	1.0
100674	1.0
100676	1.0
100678	1.0
100680	1.0
100681	1.5
100682	1.0
100683	1.0
100684	1.0
10068	2.0
100685	1.0
100686	1.0
100687	1.0
100688	2.0
100689	1.0
100690	1.0
100692	1.0
100693	2.0
100696	1.0
100699	1.0
100701	1.5
100702	2.25
100703	1.0
100704	2.0
100707	2.0
100709	2.0
100712	2.0
100713	1.0
100714	1.0
10071	1.0
100715	1.0
100716	1.0
1007	2.0
100717	1.0
100718	1.0
1007	2.0
100724	1.0
10072	1.0
100725	1.0
100727	1.0
100729	1.0
100730	1.0
100731	2.0
100732	1.0
1007	1.0
100733	1.0
100734	1.0
100735	1.0
100738	1.0
100740	1.0
100742	2.0
100744	1.0
10074	3.0
100746	1.0
100748	2.0
100749	1.3333333333333333
100750	2.0
100751	1.5
100752	1.0
100753	1.0
100755	1.0
100757	1.0
100758	2.0
100759	1.0
100761	1.0
100762	2.3333333333333335
100763	1.0
100764	1.0
100765	1.0
100766	1.0
100768	1.0
100769	1.0
100770	1.0
100771	1.0
100773	1.0
100774	1.0
10077	1.0
100775	1.0
100776	2.0
100777	1.0
100779	1.0
100780	2.0
100781	1.0
100783	1.0
100784	2.0
10078	1.0
100786	1.0
100788	1.0
100790	1.0
100792	1.0
10079	1.0
100793	1.6666666666666667
10079	1.0
100795	1.0
10079	1.0
100797	1.0
100799	1.0
100801	1.0
10080	1.0
100806	1.0
100808	1.0
100809	1.0
100811	2.0
100813	1.0
100815	1.0
100817	1.0
100818	2.0
100819	1.0
100820	1.0
100822	1.0
100823	1.0
100824	1.0
10082	2.0
100826	1.0
100827	2.0
100828	1.0
100830	1.0
1008	2.0
100833	2.0
10083	1.0
100835	1.0
100837	1.0
100839	1.0
100840	2.0
100842	1.0
100844	1.0
10084	1.0
100846	1.0
100847	1.0
100849	1.0
100850	1.0
100852	1.6666666666666667
100854	1.0
10085	1.0
100856	1.0
100857	1.0
100858	2.0
100859	1.0
100860	1.0
100861	1.0
100863	1.0
100864	1.0
100865	1.0
100867	1.0
100869	1.0
100870	1.0
100871	1.0
100872	2.0
100874	1.0
10087	1.0
100876	2.5
100877	1.0
100878	1.0
100879	1.0
100880	1.0
100882	1.0
100883	1.0
100884	1.0
10088	1.0
100885	2.0
100886	1.0
100888	1.0
100889	1.0
100890	1.0
100892	1.0
100895	1.0
100897	1.0
100898	1.0
100899	1.0
100901	1.0
100902	1.0
100903	1.0
100904	1.0
10090	1.0
100906	1.0
100908	1.0
100909	2.0
100912	1.0
10091	4.5
100917	1.0
100920	2.0
10092	1.3333333333333333
100923	1.0
100924	2.0
100925	2.0
100929	1.0
100931	1.3333333333333333
100933	2.0
10093	1.0
100936	2.0
100938	1.0
100940	1.0
100941	1.0
100943	1.0
100944	1.0
10094	2.0
100945	3.3333333333333335
100946	1.0
100947	2.0
100948	1.0
100950	1.0
100952	2.0
100953	1.0
100955	1.0
100956	1.0
100957	2.0
100958	2.0
100960	1.0
100961	1.0
100962	2.5
100964	3.0
10096	1.0
100967	1.0
100969	1.0
100970	1.0
100971	1.0
100973	2.0
1009	2.0
100974	1.0
10097	1.0
100975	1.0
100976	1.0
100980	2.3333333333333335
100983	1.0
100984	1.0
100985	3.0
100986	1.0
100987	1.0
100990	1.0
100992	1.0
100993	1.0
10099	1.0
100995	1.0
100997	1.0
100998	1.0
101000	1.0
10100	2.0
101002	1.0
101003	1.0
101004	2.3333333333333335
101005	1.0
101006	1.0
101008	1.3333333333333333
101010	1.25
101011	1.0
101013	1.0
10101	1.0
101015	1.0
101016	2.0
101017	1.0
101018	2.0
101019	1.0
101020	1.0
101021	2.0
101022	1.0
101023	1.0
101024	1.0
10102	1.0
101026	1.0
101027	2.0
101030	1.0
101031	1.5
1010	1.0
101033	1.0
10103	2.0
101034	1.8571428571428572
101035	1.0
101036	2.0
101037	2.0
101039	1.0
101041	1.0
101044	2.0
101045	1.0
101048	1.25
101051	1.0
101052	1.0
101054	1.0
10105	1.0
101055	1.0
101056	1.0
101057	2.0
101058	1.0
101061	1.0
101063	1.0
101064	2.0
10106	2.0
101067	1.0
101068	1.0
101069	1.0
101070	1.25
101072	1.0
101074	2.0
101077	1.0
101078	7.0
10108	1.5
101086	2.0
101087	1.0
101088	1.5
101090	1.0
101091	1.0
101092	1.0
101094	2.0
10109	1.0
101096	1.0
101099	1.0
101101	1.0
101102	1.0
10110	1.0
101105	1.0
101106	1.0
101107	1.0
101110	1.0
101111	2.0
101112	1.0
10111	1.0
101114	1.0
10111	2.0
1011	3.0
101115	1.0
101117	1.0
101118	1.0
101119	2.5
101120	1.0
101121	1.0
101124	1.0
10112	1.0
1011	1.0
101126	1.0
1011	1.0
101128	2.0
1011	1.0
101128	2.0
1011	1.0
101130	1.0
101131	4.0
101132	1.0
101134	1.0
10113	1.0
101135	1.0
101136	1.0
101139	1.0
1011	1.0
101140	1.0
101143	1.0
101144	2.0
10114	2.0
101145	2.0
101146	2.0
101148	1.0
101149	2.0
101150	1.0
101151	2.0
101153	1.0
101155	1.0
101	1.0
101156	1.0
101157	2.0
101159	1.0
101161	2.0
101162	2.0
101163	1.0
101164	1.0
10116	1.0
101165	1.0
101166	2.5
101167	1.0
101168	1.0
10116	1.0
101170	1.0
101171	1.0
101173	1.0
101174	1.0
101175	1.0
101177	2.0
101179	2.5
101180	2.5
101181	1.0
101182	1.0
101183	1.0
101184	1.0
10118	2.5
101187	3.0
101189	1.0
101191	2.0
101193	1.0
10119	1.0
101196	2.5
101197	1.0
101198	2.0
10	1.0
101	1.0
101200	1.0
101203	1.0
10120	1.0
101205	1.0
101207	1.0
101208	1.0
101209	3.0
101210	2.0
101211	1.0
101214	1.0
10121	2.0
101215	1.0
101216	2.0
101218	1.0
101219	1.0
101221	1.5
101222	1.0
101224	1.3333333333333333
101227	1.0
101229	1.0
101230	2.0
101232	1.0
1012	2.0
10123	1.0
101236	1.0
101237	3.0
101238	1.0
101239	1.0
101240	1.0
101241	2.0
101244	1.0
10124	2.0
101246	1.0
101247	1.0
101249	2.0
101250	1.5
101252	3.0
101253	2.0
101255	1.0
101259	2.0
101260	2.0
101261	1.0
101264	2.5
10126	1.0
101265	1.0
101266	1.0
101267	2.6666666666666665
101269	1.0
101270	1.0
101271	2.0
101273	1.0
101275	2.0
101277	1.0
101278	2.0
101279	1.0
101281	2.0
101282	1.0
101283	1.0
101285	1.0
101287	1.0
101289	1.0
101290	1.0
101293	1.0
10129	1.0
101295	1.25
101298	1.0
101299	1.0
101300	1.0
101302	1.0
101303	1.0
101304	1.0
10130	1.0
101305	2.0
101306	1.0
101307	2.0
101308	1.0
101312	1.0
101313	2.0
101314	1.0
101317	2.0
101319	1.5
101320	1.0
10132	1.0
101322	1.0
10132	2.0
101323	1.0
101324	1.0
10132	2.0
101325	1.0
101326	2.0
101327	1.0
101328	2.0
101329	1.0
101330	1.0
101331	2.0
101333	2.0
101334	2.5
101335	1.0
101336	1.8333333333333333
101337	1.3333333333333333
101340	1.6666666666666667
101341	3.0
101342	1.0
101344	1.0
10134	4.0
101346	1.0
101347	1.0
101349	1.0
101350	1.0
10135	1.5
101352	1.0
10135	1.0
101354	1.0
101356	1.0
101357	1.0
101358	2.0
101360	1.0
101362	1.0
101364	1.0
101366	1.0
101367	1.0
101368	1.5
101369	1.0
101371	2.0
10137	6.0
101372	1.5
101374	1.0
10137	3.3333333333333335
101375	1.1666666666666667
101376	1.0
101380	1.0
101381	2.0
101382	2.0
101384	1.0
101388	1.0
101390	2.0
101391	1.0
101392	1.0
101393	1.0
101395	1.0
101397	1.0
101398	1.0
101400	1.0
101402	2.0
101404	1.0
101405	1.0
101407	1.0
101409	1.0
101410	1.0
101412	2.0
101414	1.0
10141	1.0
101415	1.0
101416	1.0
1014	1.0
101418	1.0
101422	1.0
101423	1.0
10142	2.0
101425	1.0
101428	1.0
101429	2.0
101430	2.0
101431	2.0
1014	1.0
101433	3.0
101435	2.0
101441	1.0
101442	2.0
10144	1.0
101444	1.0
10144	1.0
101446	1.0
101447	1.0
101448	1.0
101449	2.0
101451	1.0
101452	1.0
101453	2.0
101454	1.0
101455	1.0
101456	1.0
101457	1.0
101460	1.0
101462	1.0
101463	1.0
101464	1.0
10146	5.0
101465	2.0
101466	1.0
10146	1.0
101467	1.0
101468	2.0
101469	1.0
101471	1.0
101472	1.0
101473	1.0
101474	1.0
101475	1.0
101476	1.0
101478	1.0
101479	2.0
101481	1.0
101482	1.0
101483	2.0
101486	2.0
101488	2.0
101490	1.0
101493	1.0
101495	1.0
101497	1.0
101498	1.0
101499	1.0
101501	2.0
101504	2.1666666666666665
101505	1.0
101506	1.0
101508	1.0
101510	1.0
101511	2.0
101512	1.0
101513	2.0
101514	2.0
101519	1.0
101520	1.0
101523	2.0
10152	2.0
101525	2.0
101526	1.0
101528	1.0
101529	1.0
101530	1.0
101532	1.0
10153	1.0
101535	2.0
101536	1.0
101537	1.0
101539	1.5
101540	1.0
101541	2.3333333333333335
101542	1.0
101543	1.0
101544	3.0
101545	3.25
101546	1.0
101547	1.0
101549	1.5
101550	2.0
101551	2.0
10155	3.0
101552	1.0
101554	1.0
10155	1.0
101555	1.0
101556	1.0
101557	1.0
101558	3.0
101560	1.5
101561	1.0
101563	1.0
10156	1.0
101565	2.0
101566	1.0
101567	1.0
101568	1.0
101569	1.0
101570	1.0
101571	1.5
101572	1.0
10157	1.0
101573	1.0
10157	1.0
101575	2.0
101576	1.0
10157	1.0
101577	1.0
101581	1.0
101582	1.5
10158	1.0
101583	3.0
10158	1.0
101587	1.0
101588	1.0
101590	1.0
101591	1.0
101592	1.0
101594	2.0
10159	1.0
101595	1.0
101596	2.0
101597	1.0
101599	1.0
101602	1.0
101604	1.0
10160	1.0
101606	1.0
101608	1.0
101610	1.0
101611	1.0
101612	1.0
101613	1.0
101614	1.0
10161	1.0
101615	1.0
1016	3.0
101618	1.0
101619	1.0
101620	1.0
101621	1.0
101623	2.0
10162	1.1666666666666667
101625	1.0
101626	2.0
101628	1.0
101629	1.0
101631	1.0
10163	1.6666666666666667
1016	3.0
101633	2.0
101634	1.0
10163	1.0
101635	1.0
101636	1.0
101637	2.0
101638	1.0
101639	2.0
101640	1.0
101642	1.0
101644	1.0
10164	1.0
101647	2.0
101648	2.0
101650	2.0
101652	1.0
101654	1.0
10165	1.0
101655	1.0
101656	3.0
101660	1.0
101663	1.0
101664	1.0
10166	1.0
101665	1.0
101667	2.5
101669	1.0
101671	1.0
101672	1.0
101673	1.5
101675	1.0
101677	1.0
101678	1.0
101679	1.0
101680	1.0
101681	1.0
101682	2.0
101684	1.0
10168	2.0
101685	1.0
101686	2.0
101688	1.0
101690	1.0
101692	2.5
101693	1.0
101694	1.0
101695	3.0
101696	1.5
101697	2.0
101699	1.0
101700	1.0
101701	1.0
10170	1.0
101703	4.0
10170	1.0
101706	1.0
101708	1.0
101709	2.0
101710	1.0
101712	2.5
101714	1.0
10171	2.0
101716	1.0
101717	2.0
101718	1.0
101719	1.0
101720	1.0
101721	1.0
101723	1.0
101724	2.0
101725	1.0
101726	1.0
101727	1.0
101728	1.0
101729	1.8333333333333333
101730	2.0
1017	1.5
101733	1.0
10173	1.0
101735	2.0
101737	2.0
101741	1.0
101742	1.5
101744	2.0
101745	1.0
101746	1.0
101748	1.0
101749	1.0
101750	1.0
101751	2.5
101752	1.0
101754	1.0
10175	1.0
101755	2.0
101756	2.0
101758	1.0
101760	1.0
101761	1.0
101762	2.0
101763	1.0
101767	2.25
101768	2.0
101771	2.0
101773	1.0
101774	8.0
10177	2.0
101779	2.0
101781	1.0
101783	2.0
101785	1.0
101786	1.0
101787	1.0
101788	2.0
101789	1.0
101791	1.0
101792	1.0
101793	1.0
101796	1.0
101798	1.0
101799	3.0
101800	1.0
101801	1.0
101802	1.0
101803	1.0
10180	1.0
101805	3.0
101809	1.0
101810	1.0
101811	1.0
10181	1.0
101818	1.0
101819	1.0
101820	2.0
101822	1.0
101823	1.0
101824	1.0
101825	1.0
101826	3.0
101828	2.0
101829	1.0
101830	1.0
101832	2.0
101834	1.0
10183	1.0
101836	1.0
101838	1.0
101840	1.0
101841	2.0
101844	1.0
101845	1.8
101846	1.0
101847	1.0
101848	1.0
101850	1.0
101852	7.0
10185	1.0
101863	1.0
101864	1.0
101866	2.0
101869	1.0
101871	1.0
101872	1.0
101873	1.0
10187	1.0
101875	1.0
101876	1.0
101878	1.0
101880	2.0
101883	2.0
101884	1.0
101885	1.0
101886	1.0
101887	2.0
101889	1.0
101890	2.0
101891	2.25
101892	1.0
101893	1.3333333333333333
101894	2.0
10189	2.0
101895	2.0
101896	1.0
101897	1.0
101898	1.0
101900	1.0
101902	1.0
10190	2.0
101904	1.0
101905	1.0
101906	1.0
101908	1.0
101909	1.0
101911	1.0
101912	1.0
101914	1.0
101915	1.0
101916	1.0
101917	1.0
101919	3.0
101920	2.0
101922	1.0
101924	1.0
10192	1.0
101927	1.0
101928	1.0
101929	1.3333333333333333
101930	1.3333333333333333
101931	1.0
101932	2.0
101933	2.0
1019	1.0
101935	1.0
101938	1.5
101940	1.0
101941	1.5
101944	2.0
10194	1.0
101946	2.0
101947	2.0
101948	1.0
101950	2.0
101952	1.0
101954	1.0
101956	1.0
101957	1.0
101958	1.3333333333333333
101959	2.0
101961	1.6
101964	1.0
10196	2.0
101966	1.0
101968	1.3333333333333333
101969	1.0
101973	2.0
101978	2.0
101980	1.0
101981	2.0
101982	1.0
10198	1.0
101983	1.0
10198	1.5
101986	1.0
10198	1.0
101987	1.0
101989	1.0
101990	1.0
101991	1.5
101992	1.0
101994	3.0
10199	1.0
101996	1.0
101997	1.0
101998	1.5
101999	1.0
102000	2.0
102001	2.0
102002	1.5
102003	1.0
10200	1.0
102005	1.0
102006	1.0
102008	1.0
10201	1.0
102015	1.0
102017	1.0
102019	2.0
102022	2.0
102023	1.0
102024	1.0
102026	1.0
102028	2.0
102029	1.0
1020	1.0
102034	1.0
10203	1.0
102035	2.0
102036	1.0
102038	1.0
102039	1.0
102040	1.0
102041	1.0
102042	1.0
102044	2.25
102046	1.0
102047	1.0
102048	1.0
102050	2.0
102052	1.0
102053	1.6666666666666667
102054	1.0
10205	2.0
102057	1.0
102058	1.0
102060	2.5
102061	1.0
102062	1.0
102064	1.0
102065	2.0
102067	1.0
102068	1.0
102071	1.0
102072	1.0
102074	2.0
102076	2.0
102077	1.0
102078	2.0
102084	1.0
10208	1.0
102085	1.0
102087	1.0
102089	1.0
102091	1.0
102093	1.0
102094	1.0
10209	1.0
102097	1.0
102098	1.0
102099	3.0
102101	5.0
102103	1.0
102104	2.0
10210	2.0
102106	1.0
102108	3.0
102110	1.0
102112	1.0
102114	1.0
102117	1.0
102119	1.0
102120	1.0
102121	3.0
1021	1.0
10212	2.0
102125	1.0
102126	2.0
102128	1.0
102129	1.0
102130	1.0
10213	3.0
102132	1.0
102133	1.0
102134	2.0
102136	1.0
102138	1.0
102139	1.0
102140	1.0
102142	2.3333333333333335
102143	4.0
10214	1.0
102146	1.0
102147	1.0
102148	1.0
102151	1.0
102152	1.0
10215	1.0
102153	1.0
102154	1.0
10215	2.0
102155	2.0
10215	1.0
102156	2.0
102157	1.0
102158	1.0
10215	1.0
102159	1.0
102160	1.0
102162	2.0
102164	1.0
102166	1.75
102168	1.0
102170	2.0
102172	1.0
102173	1.0
10217	1.0
102175	1.0
102178	1.0
102180	2.0
102182	1.0
102183	1.0
102184	1.0
102186	1.75
102187	2.0
102189	2.5
102190	1.0
102191	6.0
102193	2.0
10219	1.0
102195	1.0
102199	1.0
102201	1.0
102202	1.0
102204	1.0
102205	2.0
102206	2.0
102208	1.0
102209	1.0
102210	3.0
102214	1.0
10221	1.0
102215	2.0
102217	1.0
102218	1.0
102219	1.0
102221	1.0
102222	1.0
102223	1.0
102224	1.0
102225	1.0
102226	2.0
102227	1.0
102228	1.0
102231	2.0
102232	1.0
102239	2.0
102242	2.0
10224	1.0
102245	1.0
102249	1.0
102250	2.0
102251	1.0
102252	1.0
102253	1.0
10225	1.0
102255	1.0
102256	2.0
102257	1.0
102259	1.0
102260	1.0
102261	1.0
102263	1.0
102264	1.0
10226	1.0
102265	1.0
102267	1.0
102270	1.0
102272	1.0
102273	2.5
102274	1.0
10227	1.0
102278	1.0
102279	1.0
102280	1.5
102281	1.75
102284	1.0
10228	1.0
102286	1.0
102288	2.0
102290	1.0
102292	1.0
102293	1.0
102294	1.0
102295	1.0
102297	1.0
102299	2.25
102300	2.0
102301	1.0
102303	2.0
10230	1.0
102305	1.0
102306	1.0
102307	1.0
102309	1.0
102311	1.0
102312	1.0
102313	1.0
102314	1.0
102316	1.0
102318	1.0
102319	1.0
102320	1.0
102321	1.0
102323	1.0
102324	1.0
10232	1.0
102327	1.0
102330	1.0
102331	1.0
102332	1.0
1023	1.0
102334	1.0
10233	1.0
102336	1.0
102338	1.0
102339	1.1818181818181819
102340	1.0
102341	1.0
102342	1.0
102343	1.0
10234	1.0
102345	1.0
102346	1.0
102347	1.0
102351	1.0
102353	1.0
102354	1.0
10235	1.0
102355	1.0
102357	1.0
102358	1.0
102360	1.0
102361	2.4285714285714284
102362	1.0
102365	1.0
102366	1.0
102367	2.0
102371	1.0
102373	1.0
10237	1.0
102375	1.0
102376	1.0
102377	1.0
102380	1.5
10238	2.0
102382	1.0
102383	1.0
102384	1.0
10238	1.0
102385	3.5
102386	2.0
102387	1.0
102389	5.0
102390	1.0
102392	2.0
10239	2.0
102396	1.0
102398	1.0
102399	1.0
102400	1.0
102401	2.0
102403	1.0
102404	1.0
10240	1.0
102406	2.0
102407	1.0
102409	2.0
102410	1.0
102411	1.0
102412	1.0
102413	1.0
102414	1.0
10241	1.0
102416	1.0
102418	2.0
102421	1.6666666666666667
102423	2.0
10242	1.0
102427	1.0
102428	2.0
102429	1.0
102432	2.0
102433	1.0
102434	1.0
10243	1.0
102436	1.0
102437	1.5
102438	2.0
102441	2.0
102444	2.0
10244	1.0
102445	1.0
102446	1.5
102448	1.0
102449	1.5
102450	1.0
102451	1.0
102453	2.0
10245	1.0
102455	1.0
102456	1.0
102457	2.0
102459	2.0
102463	1.0
102467	1.0
102468	1.0
102469	1.0
102471	1.0
102473	1.0
102474	2.0
10247	2.0
102476	1.0
102477	1.0
102478	1.0
102479	1.0
102480	1.0
102481	1.0
102482	1.0
102483	1.5
102484	1.5
102485	2.5
102489	1.0
102490	1.0
102492	1.0
10249	1.0
102493	1.0
102494	3.0
102495	4.0
102496	1.0
102497	1.0
102498	1.0
102500	1.0
102502	1.0
102504	1.0
102505	1.0
102506	2.0
102507	2.0
102508	1.0
102509	1.0
102510	1.0
102511	1.0
102513	1.0
102516	1.0
102519	1.0
10252	1.0
102521	3.0
10252	1.3333333333333333
102523	3.0
10252	1.0
102525	2.0
10252	1.0
102526	1.0
102527	2.0
102528	1.0
102529	1.0
102530	1.0
1025	2.0
102534	1.0
10253	3.0
102536	1.0
102540	1.0
102542	2.0
10254	2.0
102545	1.0
102547	1.0
102548	1.0
102549	1.0
102550	1.0
102551	1.0
102552	1.6666666666666667
102553	1.0
10255	1.0
102554	2.0
10255	1.3333333333333333
102558	2.0
102560	1.0
102561	1.0
102563	2.0
10256	1.0
102565	1.0
102567	2.0
102568	1.0
102569	1.0
102571	1.0
102573	1.0
102574	1.0
102575	1.0
102576	2.0
102579	1.0
102580	1.0
102581	1.0
102582	1.0
102583	1.0
102584	2.0
10258	1.0
102587	1.0
102588	1.0
102590	1.0
102591	1.0
102592	1.0
102594	1.0
10259	1.0
102597	2.0
10259	2.0
102598	2.0
102599	1.0
102600	2.0
102602	2.0
10260	1.0
102605	1.0
102606	1.0
102608	1.0
102610	1.0
102613	2.1666666666666665
102614	1.0
102615	1.0
102617	1.0
102618	2.0
102621	1.0
102624	1.3333333333333333
102625	1.0
102628	1.0
102629	1.0
102631	1.0
1026	3.0
10263	1.0
102636	1.0
102637	1.0
102638	1.0
102639	1.0
102640	1.0
102641	2.0
102645	1.0
102647	1.0
102649	1.0
102650	1.0
10265	1.0
102651	1.0
10265	1.5
102652	1.0
10265	1.5
102656	1.0
102657	1.6666666666666667
102658	1.0
102661	2.0
102662	1.0
102663	1.0
102664	1.0
10266	1.0
102666	1.0
102667	1.0
102668	1.0
102671	1.0
102672	1.0
102673	1.0
102676	1.5
102677	1.0
102679	2.0
102681	1.0
102682	1.0
10268	1.0
102684	2.5
102686	2.0
